"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"4773","Varicella","2 Doses (unknown disease history)","States","Arkansas","2012-13","84.8",43212,96.3,"‡",NA,"Census"
"4774","Varicella","1 Dose (unknown disease history)","States","Arkansas","2021-22","NReq",39358,96.3,"",NA,"Census (pub.), vol. response (pvt.)"
"4775","Varicella","2 Doses (unknown disease history)","States","Arkansas","2011-12","95.4",38754,92.2,"",NA,"Census"
"4776","Varicella","2 Doses (unknown disease history)","States","Arkansas","2010-11",NA,NA,NA,"",NA,NA
"4777","Varicella","2 Doses (unknown disease history)","States","Arkansas","2009-10","NReq",34733,100,"*",NA,"Census"
"4778","Varicella","1 Dose (unknown disease history)","States","Arkansas","2011-12",NA,38754,92.2,"",NA,"Census"
"4779","Hepatitis B","","States","Arkansas","2016-17","93.8",39666,75.9,"‡",NA,"Voluntary response"
"4780","Hepatitis B","","States","Arkansas","2017-18","93.7",39630,95.4,"‡",NA,"Census "
"4781","Hepatitis B","","States","Arkansas","2015-16","92.4",40258,95.6,"‡",NA,"Census (public); Voluntary response (private)"
"4782","Hepatitis B","","States","Arkansas","2014-15","90.2",41252,95.9,"‡",NA,"Census (public); Voluntary response (private)"
"4783","Hepatitis B","","States","Arkansas","2013-14","88.4",42649,96.3,"",NA,"Census"
"4784","Hepatitis B","","States","Arkansas","2012-13","87.4",43212,96.3,"‡",NA,"Census"
"4785","Hepatitis B","","States","Arkansas","2011-12","98.1",38754,92.2,"",NA,"Census"
"4786","Varicella","2 Doses (unknown disease history)","States","Arkansas","2015-16","90.6",40258,95.6,"‡",NA,"Census (public); Voluntary response (private)"
"4787","DTP, DTaP, or DT","","States","Arkansas","2017-18","91.3",39630,95.4,"‡",NA,"Census "
"4788","DTP, DTaP, or DT","","States","Arkansas","2016-17","89.2",39666,75.9,"‡",NA,"Voluntary response"
"4789","DTP, DTaP, or DT","","States","Arkansas","2015-16","88.2",40258,95.6,"‡",NA,"Census (public); Voluntary response (private)"
"4790","DTP, DTaP, or DT","","States","Arkansas","2014-15","85.6",41252,95.9,"‡",NA,"Census (public); Voluntary response (private)"
"4791","DTP, DTaP, or DT","","States","Arkansas","2013-14","83.3",42649,96.3,"",NA,"Census"
"4792","DTP, DTaP, or DT","","States","Arkansas","2012-13","82.9",43212,96.3,"‡",NA,"Census"
"4793","DTP, DTaP, or DT","","States","Arkansas","2011-12","84.1",38754,92.2,"",NA,"Census"
"4794","DTP, DTaP, or DT","","States","Arkansas","2010-11",NA,NA,NA,"",NA,NA
"4795","Varicella","1 Dose (unknown disease history)","States","Arkansas","2012-13",NA,43212,96.3,"‡",NA,"Census"
"4796","DTP, DTaP, or DT","","States","Arkansas","2018-19","93.4",39257,95.4,"‡",NA,"Census (public). voluntary response (private)"
"4797","DTP, DTaP, or DT","","States","Arkansas","2019-20","93.2",39510,96.2,"‡",NA,"Census (public). voluntary response (private)"
"4798","DTP, DTaP, or DT","","States","Arkansas","2009-10","97.5",34733,100,"*",NA,"Census"
"4799","MMR","","States","Arkansas","2021-22","92.5",39358,96.3,"",NA,"Census (pub.), vol. response (pvt.)"
"4800","MMR","","States","Arkansas","2020-21","93.2",37540,95.6,"‡",NA,"Census (public). voluntary response (private)"
"4801","MMR","","States","Arkansas","2019-20","94.3",39510,96.2,"‡",NA,"Census (public). voluntary response (private)"
"4802","MMR","","States","Arkansas","2018-19","94.2",39257,95.4,"‡",NA,"Census (public). voluntary response (private)"
"4803","MMR","","States","Arkansas","2017-18","91.9",39630,95.4,"‡",NA,"Census "
"4804","MMR","","States","Arkansas","2016-17","91.9",39666,75.9,"‡",NA,"Voluntary response"
"4805","Varicella","1 Dose (unknown disease history)","States","Arkansas","2010-11",NA,NA,NA,"",NA,NA
"4806","Varicella","1 Dose (unknown disease history)","States","Arkansas","2009-10","98.3",34733,100,"*",NA,"Census"
"4807","DTP, DTaP, or DT","","States","Arkansas","2020-21","92.3",37540,95.6,"‡",NA,"Census (public). voluntary response (private)"
"4808","DTP, DTaP, or DT","","States","Arkansas","2021-22","91.3",39358,96.3,"",NA,"Census (pub.), vol. response (pvt.)"
"4809","MMR","","States","Arkansas","2015-16","90.8",40258,95.6,"‡",NA,"Census (public); Voluntary response (private)"
"4810","MMR","","States","Arkansas","2014-15","88.4",41252,95.9,"‡",NA,"Census (public); Voluntary response (private)"
"4811","MMR","","States","Arkansas","2013-14","86.5",42649,96.3,"",NA,"Census"
"4812","MMR","","States","Arkansas","2012-13","85.9",43212,96.3,"‡",NA,"Census"
"4813","MMR","","States","Arkansas","2011-12","94.9",38754,92.2,"",NA,"Census"
"4814","Polio","","States","Delaware","2022-23","94.0",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"4815","Varicella","UTD (unknown disease history)","States","Delaware","2022-23","94.0",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"4816","Exemption","Any Exemption","States","Delaware","2022-23","2.1",10674,9.7,"†",250,"Stratified 2-stage cluster sample"
"4817","Exemption","Medical Exemption","States","Delaware","2022-23","0.1",10674,9.7,"†",15,"Stratified 2-stage cluster sample"
"4818","Exemption","Non-Medical Exemption","States","Delaware","2022-23","2.0",10674,9.7,"†",235,"Stratified 2-stage cluster sample"
"4819","Hepatitis B","","States","Delaware","2022-23","95.6",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"4820","Varicella","2 Doses (unknown disease history)","States","Delaware","2022-23","94.0",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"4821","MMR","","States","Delaware","2022-23","95.1",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"4822","Varicella","1 Dose (unknown disease history)","States","Delaware","2022-23","NReq",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"4823","DTP, DTaP, or DT","","States","Delaware","2022-23","93.8",10674,9.7,"‡",NA,"Stratified 2-stage cluster sample"
"4824","MMR (PAC)","MMR (PAC)","States","Delaware","2017-18","98.6",NA,NA,"",NA,""
"4825","MMR (PAC)","MMR (PAC)","States","Delaware","2018-19","98.8",NA,NA,"",NA,""
"4826","MMR (PAC)","MMR (PAC)","States","Delaware","2020-21","97.6",NA,NA,"",NA,""
"4827","MMR (PAC)","MMR (PAC)","States","Delaware","2021-22","98.8",NA,NA,"",NA,""
"4828","MMR (PAC)","MMR (PAC)","States","Delaware","2022-23","98.1",NA,NA,"",NA,""
"4829","MMR (PAC)","MMR (PAC)","States","Delaware","2023-24","97.5",NA,NA,"",NA,""
"4830","Varicella","UTD (unknown disease history)","States","Delaware","2023-24","93.8",11043,12.1,">=. ‡",NA,"Stratified 2-stage cluster sample"
"4831","Exemption","Any Exemption","States","Delaware","2023-24","2.5",11043,12.1,"†",274,"Stratified 2-stage cluster sample"
"4832","Exemption","Non-Medical Exemption","States","Delaware","2023-24","2.4",11043,12.1,"†",267,"Stratified 2-stage cluster sample"
"4833","Exemption","Medical Exemption","States","Delaware","2023-24","0.1",11043,12.1,"†",8,"Stratified 2-stage cluster sample"
"4834","Polio","","States","Delaware","2023-24","93.8",11043,12.1,">=. ‡",NA,"Stratified 2-stage cluster sample"
"4835","Hepatitis B","","States","Delaware","2023-24","93.8",11043,12.1,">=. ‡",NA,"Stratified 2-stage cluster sample"
"4836","Varicella","2 Doses (unknown disease history)","States","Delaware","2023-24","93.8",11043,12.1,">=. ‡",NA,"Stratified 2-stage cluster sample"
"4837","Varicella","1 Dose (unknown disease history)","States","Delaware","2023-24","NReq",11043,12.1,">=. ‡",NA,"Stratified 2-stage cluster sample"
"4838","DTP, DTaP, or DT","","States","Delaware","2023-24","93.8",11043,12.1,">=. ‡",NA,"Stratified 2-stage cluster sample"
"4839","MMR","","States","Delaware","2023-24","93.8",11043,12.1,">=. ‡",NA,"Stratified 2-stage cluster sample"
"4840","MMR (PAC)","MMR (PAC)","States","Delaware","2024-25","97.4",10393,14.2,"",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4841","Varicella","UTD (unknown disease history)","States","Delaware","2024-25","93.6",10393,14.2,"‡",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4842","Exemption","Any Exemption","States","Delaware","2024-25","2.6",10393,14.2,"†",275,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4843","Exemption","Non-Medical Exemption","States","Delaware","2024-25","2.6",10393,14.2,"†",273,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4844","Exemption","Medical Exemption","States","Delaware","2024-25","0.1",10393,14.2,"<. †",1,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4845","Polio","","States","Delaware","2024-25","94.9",10393,14.2,"‡",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4846","Hepatitis B","","States","Delaware","2024-25","95.7",10393,14.2,"‡",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4847","Varicella","2 Doses (unknown disease history)","States","Delaware","2024-25","93.6",10393,14.2,"‡",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4848","Varicella","1 Dose (unknown disease history)","States","Delaware","2024-25","NReq",10393,14.2,"‡",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4849","MMR","","States","Delaware","2024-25","94.1",10393,14.2,"‡",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4850","DTP, DTaP, or DT","","States","Delaware","2024-25","94.8",10393,14.2,"‡",NA,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"4851","Varicella","UTD (unknown disease history)","States","Texas","2020-21","95.0",377840,98.9,"‡.§",NA,"Census"
"4852","Varicella","UTD (unknown disease history)","States","Texas","2021-22","93.5",389037,99.3,"‡. §",NA,"Census"
"4853","Exemption","Non-Medical Exemption","States","Texas","2015-16","1.4",394801,NA,"||",5350,"Census (public); Voluntary response (private)"
"4854","Exemption","Non-Medical Exemption","States","Texas","2016-17","1.6",389999,NA,"||",6078,"Census"
"4855","Exemption","Non-Medical Exemption","States","Texas","2017-18","1.8",387981,NA,"||",7044,"Census"
"4856","Exemption","Non-Medical Exemption","States","Texas","2018-19","2.2",390034,NA,"||",8502,"Census"
"4857","Exemption","Non-Medical Exemption","States","Texas","2019-20","2.2",398680,NA,"||",8965,"Census"
"4858","Exemption","Non-Medical Exemption","States","Texas","2020-21","2.1",377840,98.9,"||",8118,"Census"
"4859","Exemption","Non-Medical Exemption","States","Texas","2014-15","1.3",406099,NA,"||. §",5273,"Census (public); Voluntary response (private)"
"4860","Exemption","Non-Medical Exemption","States","Texas","2013-14","1.4",409255,NA,"||. §",5536,"Census"
"4861","Exemption","Non-Medical Exemption","States","Texas","2012-13","1.2",414688,NA,"||. §",4936,"Census"
"4862","Exemption","Non-Medical Exemption","States","Texas","2011-12","1.0",388178,NA,"||. §",3889,"Census"
"4863","Exemption","Non-Medical Exemption","States","Texas","2010-11",NA,NA,NA,"",NA,NA
"4864","Exemption","Non-Medical Exemption","States","Texas","2009-10","0.8",381425,NA,"||. §",2904,"Census"
"4865","Exemption","Medical Exemption","States","Texas","2021-22","0.2",389037,99.3,"||",849,"Census"
"4866","Exemption","Any Exemption","States","Texas","2019-20","2.5",398680,NA,"||",9894,"Census"
"4867","Exemption","Any Exemption","States","Texas","2020-21","2.3",377840,98.9,"||",8817,"Census"
"4868","Exemption","Any Exemption","States","Texas","2021-22","2.9",389037,99.3,"||",11166,"Census"
"4869","Exemption","Any Exemption","States","Texas","2015-16","1.6",394801,NA,"||",6170,"Census (public); Voluntary response (private)"
"4870","Exemption","Any Exemption","States","Texas","2014-15","1.4",406099,NA,"§",5679,"Census (public); Voluntary response (private)"
"4871","Exemption","Any Exemption","States","Texas","2013-14",NA,409255,NA,"§",NA,"Census"
"4872","Exemption","Any Exemption","States","Texas","2012-13",NA,414688,NA,"§",NA,"Census"
"4873","Exemption","Any Exemption","States","Texas","2010-11",NA,NA,NA,"",NA,NA
"4874","Exemption","Any Exemption","States","Texas","2011-12","1.5",388178,NA,"§",5947,"Census"
"4875","Exemption","Any Exemption","States","Texas","2009-10",NA,381425,NA,"§",NA,"Census"
"4876","Exemption","Non-Medical Exemption","States","Texas","2021-22","2.7",389037,99.3,"||",10316,"Census"
"4877","Exemption","Any Exemption","States","Texas","2017-18","2.0",387981,NA,"||",7825,"Census"
"4878","Exemption","Any Exemption","States","Texas","2016-17","1.8",389999,NA,"||",6900,"Census"
"4879","Varicella","2 Doses (unknown disease history)","States","Texas","2023-24","93.7",381421,92.4,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4880","Hepatitis B","","States","Texas","2023-24","95.7",381421,92.4,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4881","Polio","","States","Texas","2023-24","94.2",381421,92.4,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4882","Exemption","Medical Exemption","States","Texas","2023-24","0.2",381421,92.4,"||",817,"Census (pub.), vol. response (prv.)"
"4883","Exemption","Non-Medical Exemption","States","Texas","2023-24","3.6",381421,92.4,"||",13910,"Census (pub.), vol. response (prv.)"
"4884","Exemption","Any Exemption","States","Texas","2023-24","3.9",381421,92.4,"||",14727,"Census (pub.), vol. response (prv.)"
"4885","Varicella","UTD (unknown disease history)","States","Texas","2023-24","93.7",381421,92.4,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4886","MMR (PAC)","MMR (PAC)","States","Texas","2023-24","96.4",NA,NA,"",NA,""
"4887","Varicella","UTD (unknown disease history)","States","Texas","2024-25","92.6",378860,97.3,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4888","MMR (PAC)","MMR (PAC)","States","Texas","2024-25","96.0",378860,97.3,"",NA,"Census (pub.), vol. response (prv.)"
"4889","Polio","","States","Texas","2024-25","93.2",378860,97.3,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4890","Exemption","Medical Exemption","States","Texas","2024-25","0.3",378860,97.3,"||",1210,"Census (pub.), vol. response (prv.)"
"4891","Exemption","Non-Medical Exemption","States","Texas","2024-25","4.0",378860,97.3,"||",15207,"Census (pub.), vol. response (prv.)"
"4892","Exemption","Any Exemption","States","Texas","2024-25","4.3",378860,97.3,"||",16417,"Census (pub.), vol. response (prv.)"
"4893","Varicella","2 Doses (unknown disease history)","States","Texas","2024-25","92.6",378860,97.3,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4894","Hepatitis B","","States","Texas","2024-25","94.7",378860,97.3,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4895","Varicella","1 Dose (unknown disease history)","States","Texas","2024-25","NReq",378860,97.3,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4896","DTP, DTaP, or DT","","States","Texas","2024-25","92.9",378860,97.3,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4897","MMR","","States","Texas","2024-25","93.2",378860,97.3,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4898","Exemption","Any Exemption","States","Texas","2018-19","2.4",390034,NA,"||",9474,"Census"
"4899","Hepatitis B","","States","Texas","2017-18","97.4",387981,99.4,"‡.§",NA,"Census"
"4900","Hepatitis B","","States","Texas","2018-19","97.5",390034,99.4,"‡.§",NA,"Census"
"4901","Hepatitis B","","States","Texas","2019-20","97.4",398680,99.6,"‡.§",NA,"Census"
"4902","Hepatitis B","","States","Texas","2020-21","96.7",377840,98.9,"‡.§",NA,"Census"
"4903","Hepatitis B","","States","Texas","2021-22","95.9",389037,99.3,"‡. §",NA,"Census"
"4904","Polio","","States","Texas","2011-12","99.3",388178,100,"*",NA,"Census"
"4905","Polio","","States","Texas","2009-10","98.1",381425,98.3,"",NA,"Census"
"4906","Polio","","States","Texas","2010-11",NA,NA,NA,"",NA,NA
"4907","Polio","","States","Texas","2018-19","96.9",390034,99.4,"‡.§",NA,"Census"
"4908","Polio","","States","Texas","2017-18","96.9",387981,99.4,"‡.§",NA,"Census"
"4909","Polio","","States","Texas","2016-17","97.3",389999,99,"‡.§",NA,"Census"
"4910","Exemption","Medical Exemption","States","Texas","2020-21","0.2",377840,98.9,"||",699,"Census"
"4911","Exemption","Medical Exemption","States","Texas","2019-20","0.2",398680,NA,"||",929,"Census"
"4912","Exemption","Medical Exemption","States","Texas","2018-19","0.2",390034,NA,"||",972,"Census"
"4913","Exemption","Medical Exemption","States","Texas","2017-18","0.2",387981,NA,"",780,"Census"
"4914","Exemption","Medical Exemption","States","Texas","2016-17","0.2",389999,NA,"",822,"Census"
"4915","Exemption","Medical Exemption","States","Texas","2015-16","0.2",394801,NA,"",821,"Census (public); Voluntary response (private)"
"4916","Exemption","Medical Exemption","States","Texas","2014-15","0.1",406099,NA,"§",406,"Census (public); Voluntary response (private)"
"4917","Polio","","States","Texas","2019-20","96.8",398680,99.6,"‡.§",NA,"Census"
"4918","Exemption","Medical Exemption","States","Texas","2013-14",NA,409255,NA,"§",NA,"Census"
"4919","Exemption","Medical Exemption","States","Texas","2012-13",NA,414688,NA,"§",NA,"Census"
"4920","Exemption","Medical Exemption","States","Texas","2010-11",NA,NA,NA,"",NA,NA
"4921","Exemption","Medical Exemption","States","Texas","2011-12","0.5",388178,NA,"§ ",2058,"Census"
"4922","Polio","","States","Texas","2012-13","97.5",414688,96.6,"‡",NA,"Census"
"4923","Polio","","States","Texas","2013-14","97.4",409255,97.1,"‡",NA,"Census"
"4924","Polio","","States","Texas","2014-15","97.3",406099,98.3,"‡",NA,"Census (public); Voluntary response (private)"
"4925","Polio","","States","Texas","2015-16","97.6",394801,98.7,"‡.§",NA,"Census (public); Voluntary response (private)"
"4926","Polio","","States","Texas","2020-21","95.2",377840,98.9,"‡.§",NA,"Census"
"4927","Exemption","Medical Exemption","States","Texas","2009-10",NA,381425,NA,"§",NA,"Census"
"4928","Polio","","States","Texas","2021-22","94.0",389037,99.3,"‡. §",NA,"Census"
"4929","DTP, DTaP, or DT","","States","Tennessee","2018-19","96.2",78630,100,"*.§",NA,"Census"
"4930","DTP, DTaP, or DT","","States","Tennessee","2019-20","96.4",80595,100,"*.§",NA,"Census"
"4931","DTP, DTaP, or DT","","States","Tennessee","2017-18","96.7",78743,100,"*.§",NA,"Census"
"4932","DTP, DTaP, or DT","","States","Tennessee","2021-22","95.2",79120,100,"§. *",NA,"Census"
"4933","DTP, DTaP, or DT","","States","Tennessee","2020-21","96.4",73819,100,"*.§",NA,"Census"
"4934","Varicella","1 Dose (unknown disease history)","States","Tennessee","2010-11",NA,NA,NA,"",NA,NA
"4935","Varicella","1 Dose (unknown disease history)","States","Tennessee","2009-10","97.4",90811,88.1,"≥",NA,"Voluntary response"
"4936","Varicella","2 Doses (unknown disease history)","States","Tennessee","2013-14","94.9",80212,99.8,"≥",NA,"Census"
"4937","Varicella","2 Doses (unknown disease history)","States","Tennessee","2012-13","94.5",85801,97,"≥",NA,"Census"
"4938","Varicella","2 Doses (unknown disease history)","States","Tennessee","2014-15","95.1",78276,100,"≥. *",NA,"Census"
"4939","Varicella","1 Dose (unknown disease history)","States","Tennessee","2011-12",NA,83950,99.9,"",NA,"Census"
"4940","Varicella","1 Dose (unknown disease history)","States","Tennessee","2015-16",NA,79233,100,"*.§",NA,"Census"
"4941","Varicella","1 Dose (unknown disease history)","States","Tennessee","2014-15",NA,78276,100,"*",NA,"Census"
"4942","Varicella","1 Dose (unknown disease history)","States","Tennessee","2013-14",NA,80212,99.8,"",NA,"Census"
"4943","Varicella","1 Dose (unknown disease history)","States","Tennessee","2020-21","NReq",73819,100,"*.§",NA,"Census"
"4944","Varicella","1 Dose (unknown disease history)","States","Tennessee","2019-20","NReq",80595,100,"*.§",NA,"Census"
"4945","Varicella","1 Dose (unknown disease history)","States","Tennessee","2012-13",NA,85801,97,"",NA,"Census"
"4946","MMR","","States","Tennessee","2018-19","96.5",78630,100,"*.§",NA,"Census"
"4947","MMR","","States","Tennessee","2017-18","96.9",78743,100,"*.§",NA,"Census"
"4948","MMR","","States","Tennessee","2016-17","96.9",78169,100,"*.§",NA,"Census"
"4949","MMR","","States","Tennessee","2015-16","93.5",79233,100,"*.§",NA,"Census"
"4950","MMR","","States","Tennessee","2020-21","96.6",73819,100,"*.§",NA,"Census"
"4951","MMR","","States","Tennessee","2019-20","96.8",80595,100,"*.§",NA,"Census"
"4952","MMR","","States","Tennessee","2021-22","95.8",79120,100,"§. *",NA,"Census"
"4953","DTP, DTaP, or DT","","States","Tennessee","2009-10","97.4",90811,88.1,"≥",NA,"Voluntary response"
"4954","DTP, DTaP, or DT","","States","Tennessee","2016-17","96.8",78169,100,"*.§",NA,"Census"
"4955","MMR","","States","Tennessee","2014-15","95.1",78276,100,"≥. *",NA,"Census"
"4956","MMR","","States","Tennessee","2013-14","94.9",80212,99.8,"≥",NA,"Census"
"4957","MMR","","States","Tennessee","2012-13","94.5",85801,97,"≥",NA,"Census"
"4958","MMR","","States","Tennessee","2011-12","97.3",83950,99.9,"≥",NA,"Census"
"4959","DTP, DTaP, or DT","","States","Tennessee","2015-16","93.5",79233,100,"*.§",NA,"Census"
"4960","DTP, DTaP, or DT","","States","Tennessee","2014-15","95.1",78276,100,"≥. *",NA,"Census"
"4961","DTP, DTaP, or DT","","States","Tennessee","2013-14","94.9",80212,99.8,"≥",NA,"Census"
"4962","DTP, DTaP, or DT","","States","Tennessee","2012-13","94.5",85801,97,"≥",NA,"Census"
"4963","DTP, DTaP, or DT","","States","Tennessee","2011-12","97.3",83950,99.9,"≥",NA,"Census"
"4964","DTP, DTaP, or DT","","States","Tennessee","2010-11",NA,NA,NA,"",NA,NA
"4965","Hepatitis B","","States","Tennessee","2015-16","94.1",79233,100,"*.§",NA,"Census"
"4966","Hepatitis B","","States","Tennessee","2014-15","95.1",78276,100,"≥. *",NA,"Census"
"4967","Hepatitis B","","States","Tennessee","2013-14","94.9",80212,99.8,"≥",NA,"Census"
"4968","Hepatitis B","","States","Tennessee","2012-13","94.5",85801,97,"≥",NA,"Census"
"4969","Hepatitis B","","States","Tennessee","2016-17","97.3",78169,100,"*.§",NA,"Census"
"4970","Hepatitis B","","States","Tennessee","2010-11",NA,NA,NA,"",NA,NA
"4971","Hepatitis B","","States","Tennessee","2011-12","97.3",83950,99.9,"≥",NA,"Census"
"4972","Varicella","2 Doses (unknown disease history)","States","Tennessee","2015-16","93.5",79233,100,"*.§",NA,"Census"
"4973","Varicella","2 Doses (unknown disease history)","States","Tennessee","2016-17","96.7",78169,100,"*.§",NA,"Census"
"4974","Varicella","2 Doses (unknown disease history)","States","Tennessee","2018-19","96.2",78630,100,"*.§",NA,"Census"
"4975","Varicella","2 Doses (unknown disease history)","States","Tennessee","2017-18","96.8",78743,100,"*.§",NA,"Census"
"4976","Varicella","2 Doses (unknown disease history)","States","Tennessee","2020-21","96.4",73819,100,"*.§",NA,"Census"
"4977","Varicella","2 Doses (unknown disease history)","States","Tennessee","2019-20","96.5",80595,100,"*.§",NA,"Census"
"4978","Varicella","2 Doses (unknown disease history)","States","Tennessee","2021-22","95.4",79120,100,"§. *",NA,"Census"
"4979","Hepatitis B","","States","Tennessee","2009-10","97.4",90811,88.1,"≥",NA,"Voluntary response"
"4980","Varicella","2 Doses (unknown disease history)","States","Tennessee","2011-12","97.3",83950,99.9,"≥",NA,"Census"
"4981","Varicella","2 Doses (unknown disease history)","States","Tennessee","2010-11",NA,NA,NA,"",NA,NA
"4982","Varicella","1 Dose (unknown disease history)","States","Tennessee","2021-22","NReq",79120,100,"§. *",NA,"Census"
"4983","Varicella","2 Doses (unknown disease history)","States","Tennessee","2009-10","NReq",90811,88.1,"",NA,"Voluntary response"
"4984","MMR","","States","Texas","2023-24","94.3",381421,92.4,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4985","DTP, DTaP, or DT","","States","Texas","2023-24","94.0",381421,92.4,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4986","Varicella","1 Dose (unknown disease history)","States","Texas","2023-24","NReq",381421,92.4,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"4987","MMR (PAC)","MMR (PAC)","States","Texas","2017-18","98.3",NA,NA,"",NA,""
"4988","MMR (PAC)","MMR (PAC)","States","Texas","2018-19","97.9",NA,NA,"",NA,""
"4989","MMR (PAC)","MMR (PAC)","States","Texas","2019-20","97.8",NA,NA,"",NA,""
"4990","MMR (PAC)","MMR (PAC)","States","Texas","2020-21","98.1",NA,NA,"",NA,""
"4991","MMR (PAC)","MMR (PAC)","States","Texas","2021-22","97.4",NA,NA,"",NA,""
"4992","MMR (PAC)","MMR (PAC)","States","Texas","2022-23","96.8",NA,NA,"",NA,""
"4993","Polio","","States","Texas","2022-23","94.1",381680,98,"‡. §",NA,"Census"
"4994","Varicella","UTD (unknown disease history)","States","Texas","2022-23","93.7",381680,98,"‡. §",NA,"Census"
"4995","Exemption","Any Exemption","States","Texas","2022-23","3.5",381680,98,"||",13281,"Census"
"4996","Hepatitis B","","States","Texas","2022-23","95.8",381680,98,"‡. §",NA,"Census"
"4997","MMR","","States","Ohio","2009-10","88.6",131137,100,"*",NA,"Census"
"4998","MMR","","States","Ohio","2010-11",NA,NA,NA,"",NA,NA
"4999","Exemption","Medical Exemption","States","Oklahoma","2021-22","0.2",54042,84.3,"",86,"Vol. response"
"5000","Polio","","States","Oklahoma","2019-20","94.1",55348,85.6,"§",NA,"Voluntary response"
"5001","Exemption","Medical Exemption","States","Oklahoma","2014-15","0.1",56967,NA,"",76,"Census"
"5002","Exemption","Medical Exemption","States","Oklahoma","2015-16","0.1",54335,NA,"",79,"Census"
"5003","Exemption","Medical Exemption","States","Oklahoma","2016-17","0.2",52184,NA,"‡‡",79,"Census"
"5004","Exemption","Medical Exemption","States","Oklahoma","2017-18","0.2",53898,NA,"",91,"Census (public). voluntary response (private)"
"5005","Exemption","Non-Medical Exemption","States","Oklahoma","2013-14","1.4",57377,NA,"",808,"Voluntary response"
"5006","Exemption","Non-Medical Exemption","States","Oklahoma","2014-15","1.4",56967,NA,"",800,"Census"
"5007","Exemption","Non-Medical Exemption","States","Oklahoma","2009-10","0.9",51128,NA,"",456,"Voluntary response"
"5008","Exemption","Non-Medical Exemption","States","Oklahoma","2010-11",NA,NA,NA,"",NA,NA
"5009","Exemption","Non-Medical Exemption","States","Oklahoma","2011-12","1.0",52987,NA,"",474,"Census"
"5010","Exemption","Non-Medical Exemption","States","Oklahoma","2012-13","1.2",56943,NA,"",672,"Census"
"5011","Exemption","Medical Exemption","States","Oklahoma","2009-10","0.2",51128,NA,"",119,"Voluntary response"
"5012","Polio","","States","Oklahoma","2021-22","91.9",54042,84.3,"‡",NA,"Vol. response"
"5013","Polio","","States","Oklahoma","2020-21","91.3",52656,90,"‡.§",NA,"Census (public). voluntary response (private)"
"5014","Exemption","Non-Medical Exemption","States","Oklahoma","2019-20","2.5",55348,NA,"",1395,"Voluntary response"
"5015","Exemption","Non-Medical Exemption","States","Oklahoma","2020-21","2.3",52656,90,"",1188,"Census (public). voluntary response (private)"
"5016","Exemption","Non-Medical Exemption","States","Oklahoma","2017-18","1.8",53898,NA,"",991,"Census (public). voluntary response (private)"
"5017","Exemption","Non-Medical Exemption","States","Oklahoma","2018-19","2.5",54806,NA,"",1355,"Census (public). voluntary response (private)"
"5018","Exemption","Non-Medical Exemption","States","Oklahoma","2016-17","1.7",52184,NA,"‡‡",910,"Census"
"5019","Exemption","Any Exemption","States","Oklahoma","2021-22","3.5",54042,84.3,"",1865,"Vol. response"
"5020","Exemption","Any Exemption","States","Oklahoma","2018-19","2.6",54806,NA,"",1434,"Census (public). voluntary response (private)"
"5021","Exemption","Any Exemption","States","Oklahoma","2019-20","2.7",55348,NA,"",1468,"Voluntary response"
